,index,user_id,post_time,tweet,hour
358,158,Kevin Rudd,2021-09-01 03:25:26+00:00,Murdoch’s henchmen at it again. Lots of chest-beating and personal attacks but zero answer to the substantive charge: that Murdoch’s empire systematically lies for profit and power; and uses legal threats to stop victims of sexual misconduct speaking out. #MurdochRoyalCommission https://t.co/W0hVKU1rMd,3
359,159,Kevin Rudd,2021-09-01 02:07:47+00:00,"So after #FourCorners documented Murdoch’s role in  legitimising the “Big Lie” though Fox that Trump won the election, &amp; stoking the violent attempted coup on 6 January in DC, these arrogant, politically and commercially-driven Neanderthals are at it again https://t.co/0xR7JWQVty",2
360,160,Kevin Rudd,2021-08-31 11:50:10+00:00,"Memo to Chris Jones, Editor of Murdoch’s #CourierFail. This morning you trudged to work for Murdoch, executing yet another smear against @AnnastaciaMP. If she'd been moved by Murdoch attacks, as Berejiklian was, Qld could now be in a 3rd month of lockdown with 18,000 active cases https://t.co/rDoPG1xAZe",11
361,161,Kevin Rudd,2021-08-31 08:10:55+00:00,"Memo to Murdoch’s ""editors"" who somehow woke up with the same front page idea. We all hate lockdowns. But NSW/Vic are in one because Morrison bungled quarantine &amp; vaccines. You gave him political cover. Now NSW faces month #3 of lockdown with 17,921 cases &amp; 871 in hospital. https://t.co/LQGsX0iKqn",8
362,162,Kevin Rudd,2021-08-31 06:18:56+00:00,"Lachlan Murdoch has boasted about leaning on his editors to ""get the positioning &amp; the messaging right"". Looks like Murdoch’s expectations on messaging are pretty clear  as his spineless “editors” have leapt to attention re @4corners expose on the abuse of power. https://t.co/EU2mlADfeN",6
363,163,Kevin Rudd,2021-08-30 20:58:20+00:00,"ABC's #4Corners once again exposed how much the Murdoch media has become a cancer on the American Democracy. Murdoch’s Fox News ran the ""big lie"" that the US election was stolen. They did the same through Murdoch’s Sky News in Australia. #MurdochRoyalCommission https://t.co/605btkIklR",20
364,164,Kevin Rudd,2021-08-30 15:09:44+00:00,Overcome? What planet is this bloke on? NSW is in lockdown because of a failed national vaccine policy in the first place. This is more like a prayer meeting than a coherent policy plan. Where for example is the national plan for booster jabs when  due?  https://t.co/u0CuFiPzT5,15
365,165,Kevin Rudd,2021-08-30 10:44:03+00:00,I’m watching #4Corners right now on the ABC. It’s worth watching anything that Murdoch will go to such lengths to try and stop Australians from watching. #MurdochRoyalCommission,10
366,166,Kevin Rudd,2021-08-30 07:19:26+00:00,I am deeply saddened to learn that Senator Alex Gallacher has passed away. He was a robust advocate for working families who will be sorely missed. https://t.co/7rHSQjYmQL,7
367,167,Kevin Rudd,2021-08-30 06:54:03+00:00,"The voice of our remarkable frontline health workers — and it's a voice we should all act on. This reality also challenges Morrison's ""feel good"" political narrative. His vaccine rollout failure has caused these lockdowns and put pressure on our hospitals.https://t.co/rsuymdIbeC",6
368,168,Kevin Rudd,2021-08-30 05:02:43+00:00,"Signed. I've been fighting excessive aircraft noise since the 1990s. Howard approved the 2nd runway plan just before the 2007 election; now it's built, Morrison must review its botched flight paths. Good on @BFPCA_. More from my friend @terrimbutler here: https://t.co/ZD9QMRmghA https://t.co/miJF4BHpTH https://t.co/sFpRtR2DNf",5
369,169,Kevin Rudd,2021-08-30 03:05:50+00:00,"Murdoch's #LiberalProtectionRacket in overdrive. Albo delivers the best Newspoll in years, but Murdoch shunts it aside &amp; kicks Labor’s 54-46 lead off the Pg1 table, but touts Morrison's personal vote! Plus, record 1000+ daily cases in NSW &amp; Murdoch’s front page… attacks the ABC! https://t.co/nk6ZwncBO8",3
370,170,Kevin Rudd,2021-08-29 06:57:58+00:00,"This is the state of play right across Australia. If you’ve got a story about Murdoch closing down your local paper or undermining local community papers, send it in &amp; we’ll do regular updates. #MurdochScrewsLocalNews   
#MurdochRoyalCommission",6
371,171,Kevin Rudd,2021-08-29 06:57:58+00:00,Murdoch’s contempt for democracy through his abuse of monopoly power is one thing. But his contempt for community news is another. “We’re for you?” Pull the other one. Murdoch is for Murdoch. And all while Murdoch Junior builds himself a $150m yacht. #MurdochScrewsLocalNews https://t.co/qh8wtfnLad,6
372,172,Kevin Rudd,2021-08-29 06:57:53+00:00,"To celebrate Murdoch’s cuts, they even issued local newsagents with propaganda tees AFTER they shut the paper, by then referring them to the Brisbane #CourierFail. Locals, including my newsagent, regularly laugh about it. #MurdochScrewsLocalNews https://t.co/i0V2n8NH8r",6
373,173,Kevin Rudd,2021-08-29 06:57:49+00:00,"Now, without a word of apology, it suddenly re-emerges this weekend as a WEEKLY paper. Not because they care, but because they fear the rise of strong, local community newspapers that challenge their national propaganda model. #MurdochScrewsLocalNews https://t.co/CzJEWgFnec",6
374,174,Kevin Rudd,2021-08-29 06:57:43+00:00,"Message to the good people of the Sunshine Coast. After Murdoch bought our local paper, last May he arrogantly shut it down along with 111 other papers. He did this despite record profits &amp; massive taxpayer-funded handouts.

#MurdochScrewsLocalNews

https://t.co/OCVJ2lfcV5",6
375,175,Kevin Rudd,2021-08-29 04:17:06+00:00,Yet another Morrison-Hunt failure on vaccines. I’ve had AZ — it’s safe &amp; effective. But they’ve failed older Aussies by not ordering enough Pfizer &amp; Moderna to cover over 60’s — thus slowing the vaccine rollout &amp; keeping people in lockdown. #HuntMustGo https://t.co/OTfzKvAsEL,4
376,176,Kevin Rudd,2021-08-29 01:33:30+00:00,"Ahead of Part 2 of the #4Corners on Murdoch (this Monday, 8:30pm on ABC), here's this unfortunate soundbite from Rupert. The arch monopolist, Rupert Murdoch, playing the little guy! For the record: I agree about media monopoly. #MurdochRoyalCommission https://t.co/JqmmfmL3O9",1
377,177,Kevin Rudd,2021-08-28 05:59:25+00:00,"Some facts: 1) Most cases trace back to hotel quarantine failures—a federal responsibility; 2) @AnnastaciaMP is stepping in to fund a fit-for-purpose facility outside Toowoomba to keep us safe; 3) Murdoch’s #CourierFail, rather than welcoming it, attacks it.
LNP Protection Racket https://t.co/bFZPY4xvpm",5
378,178,Kevin Rudd,2021-08-27 06:28:31+00:00,"Good. I’ve been on the record taking the ABC to task for its history of self-censorship, all to appease the Liberal protection racket. But this week, in the face of a vicious character assassination campaign from Murdoch, #4Corners has been steadfast.

https://t.co/ND1bDWM14p",6
379,179,Kevin Rudd,2021-08-27 02:50:11+00:00,Thank you Patrick. I have no idea whether my intervention with Pfizer helped in the end. But I wasn’t going to die wondering about it. That’s why it’s important Scotty to pick up the phone - early ! https://t.co/pyn0YHVJNm,2
380,180,Kevin Rudd,2021-08-26 07:22:57+00:00,"But here’s the other problem: in the 45 Murdoch articles attacking the ABC, not a single piece responds to the core 4 Corners accusation that the Murdoch media uses non disclosure agreements to silence staff complaints on sexual misconduct. 
https://t.co/utYmxDhtDq",7
381,181,Kevin Rudd,2021-08-26 07:22:57+00:00,"So while Murdoch's henchmen work to manufacture a ""bias"" claim against #4Corners, the ABC reveals both Murdochs and Fox were approached over 2 months! What is the Murdoch media hiding? I'll be watching Part 2 on Monday. #MurdochRoyalCommission.

https://t.co/CiMEWXuqSb https://t.co/HCIgp32qWa",7
382,182,Kevin Rudd,2021-08-26 07:22:55+00:00,"Can you believe it? Murdoch complaining to the media ""regulator"", ACMA, about media bias!  Murdoch whose daily “news” product, through its 70% print monopoly and mini-Fox (aka SkyNews), is a rolling case study of bias at its worst! https://t.co/Dzj2VR8oZm",7
383,183,Kevin Rudd,2021-08-26 05:44:38+00:00,"RT @TamePunk: Dogged attempts by the sly Fox to suppress the truth. Actions indicative of a guilty conscience. 

And we now know about the…",5
384,184,Kevin Rudd,2021-08-26 01:41:55+00:00,Well done ⁦@AnnastaciaMP⁩ and Dep Premier ⁦⁦@StevenJMiles⁩ for stepping in to do what Morrison should have done. Quarantine is 100% federal responsibility &amp; our 1st line of defence. Wellcamp is non-metro. It’s at an airport.Just common sense https://t.co/xnzAPrHyzh,1
385,185,Kevin Rudd,2021-08-26 01:00:03+00:00,"For all dog lovers out there, wishing you and your canine friends a happy International Dog Day. It's today that we in our family also remember Abby the Wonderdog, who passed away at the end of last year at the noble age of 15. I took this snap on the beach some months earlier. K https://t.co/tErionrp2v",1
386,186,Kevin Rudd,2021-08-25 21:20:57+00:00,45 articles in 2 days attacking the ABC! Murdoch’s failed legal attempt to stop #4Corners shows they have much to hide. Now this abuse of monopoly power from the mob the Press Council recently ruled against &amp; YouTube banned for covid lies. We await Pt 2. https://t.co/ortfYVhLB5,21
387,187,Kevin Rudd,2021-08-25 07:28:47+00:00,"RT @TamePunk: Silence is a favoured weapon of evil. 

Let. Them. Speak.",7
388,188,Kevin Rudd,2021-08-25 04:48:33+00:00,"What are Murdoch/Morrison up to on their 'agenda shift':
1) They want you to forget Morrison’s failures on quarantine &amp; vaccines which caused lockdown; 2) Frame Scotty as the champion of 'freedom' once we hit 80% vaccination; 3) Blame the states if they raise questions on detail. https://t.co/hhiYD4KhZh",4
389,189,Kevin Rudd,2021-08-25 00:47:14+00:00,They think they can get away with anything. I watched her say this on the news. I couldn’t believe it. And where is the Murdoch media accountability department on this? Nowhere to be found. Because Berejiklian is part of the Murdoch protection racket.  https://t.co/PPDOXUeLxm,0
390,190,Kevin Rudd,2021-08-25 00:41:15+00:00,#ScottyFromMarketing paying the marketeers handsomely I see. Pity about the people. Also on Hunt’s watch. Like everything else. Quarantine failure. Vaccine failure. App failure. Yet still some sort of protected species.  #HuntShouldBeSacked https://t.co/TRzNbKoDEg,0
391,191,Kevin Rudd,2021-08-24 08:19:36+00:00,A new Murdoch/Morrison narrative to watch. Scotty knows he buggered up quarantine &amp; vaccines—his 2 jobs. So aided by Murdoch (specialists in collective memory loss) he’s trying an agenda shift: blame States for lockdowns caused by his negligence &amp; be the ‘champion of reopening’. https://t.co/UjnHUPdyVk,8
392,192,Kevin Rudd,2021-08-24 02:00:08+00:00,"Murdoch's glass jaw on full display. Thousands of words attacking @4corners' exposé, but zilch about Non-Disclosure Agreements used to silence victims of sexual misconduct. How many NDAs exist? How many Aussies were asked to sign? Murdoch, let them speak. #MurdochRoyalCommission https://t.co/HFqX1s9HlD",2
393,193,Kevin Rudd,2021-08-24 01:11:46+00:00,And this is how we treat those who have worked with Australia for years on the ground in Afghanistan …. https://t.co/8v8AdCHg7t,1
394,194,Kevin Rudd,2021-08-23 12:03:38+00:00,"Here’s some of @4corners’s interview with former Murdoch employee @GretchenCarlson. These women have asked Murdoch for the freedom to tell their stories, and they’ve found only silence. Let them speak. #MurdochRoyalCommission / https://t.co/3ZKpxswe3U https://t.co/yUfeMsrccn",12
395,195,Kevin Rudd,2021-08-23 11:58:22+00:00,Appalling evidence from inside Murdoch’s empire about how abuse survivors are silenced by heavy-handed legal threats. Why doesn’t the Murdoch corporation have the decency to lift these threats so the public can know the truth? #MurdochRoyalCommission Watch:https://t.co/pxKiZcdE77 https://t.co/4RhUSMBvQH,11
396,196,Kevin Rudd,2021-08-23 09:05:26+00:00,"Murdoch's protection racket on lockdowns: While Victorians are 'kicked in the guts', Sydneysiders are reminded that lights will go out with a curfew. Victoria is 'under siege', while Gladys helps kids with their HSC. Victoria is a 'farce' but in NSW it's the courts under attack. https://t.co/0uEGXTeigI",9
397,197,Kevin Rudd,2021-08-23 07:42:12+00:00,Murdoch rolling out the protection racket for Morrison despite his monumental failure to secure enough vaccines &amp; build quarantine facilities. Murdoch protects Morrison for the election while Morrison gives them massive financial grants and makes FB &amp; Google  pay them as well. https://t.co/nvrbtCjlZT,7
398,198,Kevin Rudd,2021-08-22 14:57:23+00:00,It’s time to maximise the pressure on Morrison to do the honourable thing for all our former Afghan staff  he has callously left behind in Afghanistan. Kabul airport is in chaos. That’s why he should have pulled people out in May when he shut our embassy.  https://t.co/1J1EVMeSK8,14
399,199,Kevin Rudd,2021-08-22 07:32:29+00:00,Morrison desperate to recapture the narrative by blaming the states. Hoping we’ll forget our 1st line of defence (quarantine) is his job. Our 2nd line of defence (vaccines) is his job. Our 3rd line of defence (lockdown) is the states’ job if he fails 1 &amp; 2 https://t.co/oWnCb7t4cH,7
